cluster	id	name
cluster_001	transfac_motifs_motif518_n518,transfac_motifs_motif186_n186,transfac_motifs_motif294_n294,transfac_motifs_motif185_n185,transfac_motifs_motif190_n190,transfac_motifs_motif136_n136,transfac_motifs_motif807_n807,transfac_motifs_motif191_n191,transfac_motifs_motif143_n143,transfac_motifs_motif963_n963,transfac_motifs_motif293_n293,transfac_motifs_motif295_n295,transfac_motifs_motif387_n387,transfac_motifs_motif487_n487	motif518|Ornament:HNRNPD_7mer_logo1,motif186|Ornament:RBMS2_7mer_logo0,motif294|Ornament:RBMS3_7mer_logoM055,Attract:RBMS3_M055_0.6,Ray2013:RNCMPT00057_RBMS3,CISBP:RBMS3_M055_0.6,motif185|Ornament:RBMS2_7mer_logo1,motif190|Ornament:RBMS3_7mer_logo1,motif136|Ornament:PRR3_7mer_logo1,motif807|Ornament:KHDRBS2_7mer_logo1,motif191|Ornament:RBMS3_7mer_logo0,motif143|Ornament:PUM1_7mer_logo0,motif963|Attract:PUM1_419,motif293|Ornament:RBMS3_7mer_logoM164,Attract:RBMS3_M164_0.6,Ray2013:RNCMPT00173_RBMS3,CISBP:RBMS3_M164_0.6,motif295|Ornament:RBMS1_7mer_logoM143,Attract:RBMS1_M143_0.6,Ray2013:RNCMPT00152_RBMS1,CISBP:RBMS2_RBMS1_ENSG00000213250_M143_0.6,motif387|Ornament:FUBP3_7mer_logo0,motif487|Attract:AKAP1_97
cluster_002	transfac_motifs_motif887_n887,transfac_motifs_motif708_n708,transfac_motifs_motif470_n470,transfac_motifs_motif908_n908,transfac_motifs_motif892_n892,transfac_motifs_motif491_n491,transfac_motifs_motif632_n632	motif887|Attract:SRSF3_s41,motif708|Attract:SRSF3_1251,motif470|Attract:YBX1_s54,motif908|Attract:SRSF3_1253,Attract:YBX1_1298,motif892|Attract:DDX58_511,motif491|Attract:YBX1_1296,motif632|Attract:PHAX_472
cluster_003	transfac_motifs_motif367_n367,transfac_motifs_motif670_n670,transfac_motifs_motif692_n692,transfac_motifs_motif383_n383,transfac_motifs_motif493_n493	motif367|Ornament:A1CF_7mer_logo3,motif670|Attract:SFPQ_s71,motif692|Attract:HNRNPF_803,motif383|Ornament:EIF4B_7mer_logoM290,CISBP:EIF4B_M290_0.6,motif493|Attract:EIF4B_M290_0.6
cluster_004	transfac_motifs_motif444_n444,transfac_motifs_motif725_n725,transfac_motifs_motif270_n270,transfac_motifs_motif312_n312	motif444|Attract:SRSF1_1221,Attract:HNRNPC_732,motif725|Attract:HNRNPDL_745,Attract:DAZAP1_597,Attract:HNRNPA0_636,Attract:HNRNPA2B1_709,Attract:HNRNPA1_694,Attract:HNRNPD_741,motif270|Ornament:STARPAP_7mer_logoM073,Attract:TUT1_M073_0.6,Ray2013:RNCMPT00075_TUT1,CISBP:STAR-PAP_M073_0.6,motif312|Ornament:RBM3_7mer_logoM048,Attract:RBM3_M048_0.6,Ray2013:RNCMPT00050_RBM3,CISBP:CIRBP_RBM3_M048_0.6
cluster_005	transfac_motifs_motif347_n347,transfac_motifs_motif440_n440,transfac_motifs_motif666_n666,transfac_motifs_motif824_n824,transfac_motifs_motif81_n81,transfac_motifs_motif526_n526,transfac_motifs_motif616_n616	motif347|Ornament:EWSR1_7mer_logo1,motif440|Ornament:HNRNPA0_7mer_logo0,motif666|Attract:HNRNPA1_646,motif824|Attract:HNRNPA2B1_700,Attract:HNRNPA1_675,Attract:HNRNPAB_1396,motif81|Attract:HNRNPA1_1397,motif526|Attract:HNRNPA1_652,motif616|Attract:HNRNPD_736,Attract:PCBP2_793,Attract:PCBP1_767
cluster_006	transfac_motifs_motif522_n522,transfac_motifs_motif64_n64,transfac_motifs_motif969_n969,transfac_motifs_motif403_n403,transfac_motifs_motif88_n88,transfac_motifs_motif613_n613,transfac_motifs_motif890_n890,transfac_motifs_motif48_n48,transfac_motifs_motif59_n59	motif522|Attract:TRA2B_1079,motif64|Attract:RBMX_1386,motif969|Attract:TRA2B_1081,Attract:TRA2B_1313,motif403|Attract:ZFP36_M269_0.6,motif88|CISBP:ZFP36_M269_0.6,motif613|Attract:TRA2B_1082,Attract:TRA2B_1309,motif890|Attract:TRA2B_1083,Attract:TRA2B_1375,motif48|Attract:TRA2A_1328,motif59|Attract:SRSF2_1395,Attract:SRSF1_1353
cluster_007	transfac_motifs_motif721_n721,transfac_motifs_motif955_n955,transfac_motifs_motif863_n863,transfac_motifs_motif879_n879	motif721|Attract:YBX1_1295,motif955|Attract:YBX1_1297,motif863|Attract:PTBP1_993,motif879|Attract:SRSF2_1175
cluster_008	transfac_motifs_motif798_n798,transfac_motifs_motif567_n567,transfac_motifs_motif599_n599	motif798|Attract:PCBP1_93,motif567|Attract:HNRNPK_s61,motif599|Attract:HNRNPK_s62
cluster_009	transfac_motifs_motif581_n581,transfac_motifs_motif988_n988,transfac_motifs_motif478_n478,transfac_motifs_motif835_n835,transfac_motifs_motif496_n496,transfac_motifs_motif376_n376,transfac_motifs_motif424_n424,transfac_motifs_motif474_n474,transfac_motifs_motif268_n268,transfac_motifs_motif313_n313,transfac_motifs_motif265_n265,transfac_motifs_motif267_n267,transfac_motifs_motif844_n844,transfac_motifs_motif386_n386,transfac_motifs_motif388_n388,transfac_motifs_motif168_n168,transfac_motifs_motif946_n946,transfac_motifs_motif468_n468,transfac_motifs_motif728_n728,transfac_motifs_motif177_n177,transfac_motifs_motif242_n242,transfac_motifs_motif896_n896,transfac_motifs_motif352_n352,transfac_motifs_motif353_n353,transfac_motifs_motif485_n485,transfac_motifs_motif782_n782,transfac_motifs_motif645_n645,transfac_motifs_motif845_n845,transfac_motifs_motif161_n161,transfac_motifs_motif239_n239,transfac_motifs_motif145_n145,transfac_motifs_motif257_n257,transfac_motifs_motif465_n465,transfac_motifs_motif525_n525,transfac_motifs_motif953_n953	motif581|Attract:KHDRBS1_1157,Attract:CPEB1_333,motif988|Attract:KHSRP_1109,motif478|Attract:ELAVL1_367,Attract:SSB_521,motif835|Attract:ELAVL1_476,motif496|Ornament:HNRNPCL1_7mer_logo0,motif376|Ornament:ELAVL1_7mer_logoM232,Attract:ELAVL1_M232_0.6,Ray2013:RNCMPT00274_HuR,CISBP:ELAVL1_M232_0.6,motif424|Attract:FMR1_611,Attract:HNRNPU_1069,Attract:HNRNPU_1074,Attract:FUS_1061,Attract:DDX19B_332,Attract:FMR1_605,Attract:U2AF2_465,Attract:PTBP1_1018,Attract:ELAVL4_1096,Attract:HNRNPC_726,Attract:ELAVL1_1108,Attract:NOVA2_s95,Attract:SFPQ_1135,Attract:KHDRBS3_1243,Attract:PCBP1_772,Attract:DAZAP1_596,Attract:HNRNPA1_683,Attract:PCBP1_765,Attract:ELAVL4_1098,Attract:PTBP1_1015,Attract:KHDRBS1_1158,Attract:SYNCRIP_1065,Attract:HNRNPC_725,Attract:HNRNPC_720,Attract:ELAVL3_1094,Attract:SYNCRIP_1063,Attract:ELAVL1_1106,Attract:HNRNPA1_686,Attract:KHDRBS2_1242,Attract:PCBP1_775,Attract:HNRNPC_721,Attract:KHDRBS1_1159,Attract:NOVA1_1129,Attract:FMR1_609,Attract:PCBP2_798,Attract:HNRNPK_1039,motif474|Ornament:HNRNPC_7mer_logo0,motif268|Ornament:TIA1_7mer_logoM075,Attract:TIA1_M075_0.6,Ray2013:RNCMPT00077_TIA1,CISBP:TIA1_M075_0.6,motif313|Ornament:RALY_7mer_logoM150,Attract:RALY_M150_0.6,Ray2013:RNCMPT00159_RALY,CISBP:RALY_M150_0.6,motif265|Ornament:U2AF2_7mer_logoM077,Attract:U2AF2_M077_0.6,Ray2013:RNCMPT00079_U2AF2,CISBP:U2AF2_M077_0.6,motif267|Ornament:TIA1_7mer_logoM156,Attract:TIA1_M156_0.6,Ray2013:RNCMPT00165_TIA1,CISBP:TIA1_M156_0.6,motif844|Attract:TIAL1_s64,motif386|Ornament:CPEB4_7mer_logoM149,Attract:CPEB4_M149_0.6,Ray2013:RNCMPT00158_CPEB4,CISBP:CPEB3_CPEB4_M149_0.6,motif388|Ornament:CPEB2_7mer_logoM012,Attract:CPEB2_M012_0.6,Ray2013:RNCMPT00012_CPEB2,CISBP:CPEB2_M012_0.6,motif168|Ornament:RBM24_7mer_logo0,motif946|Attract:ELAVL2_s2,motif468|Attract:TIAL1_s7,motif728|Attract:TIA1_s10,motif177|Ornament:CPEB1_7mer_logo0,motif242|Ornament:TRNAU1AP_7mer_logo1,motif896|Ornament:BOLL_7mer_logo3,motif352|Ornament:HNRNPCL1_7mer_logoM158,Attract:HNRNPCL1_M158_0.6,Ray2013:RNCMPT00167_HNRNPCL1,CISBP:HNRNPCL1_M158_0.6,motif353|Ornament:HNRNPC_7mer_logoM025,Attract:HNRNPC_M025_0.6,Ray2013:RNCMPT00025_HNRNPC,CISBP:HNRNPC_M025_0.6,motif485|Ornament:HNRNPCL1_7mer_logo1,motif782|Attract:ELAVL2_s3,motif645|Attract:TIA1_s11,motif845|Attract:TIAL1_s8,motif161|Ornament:RBM15B_7mer_logo2,motif239|Ornament:TRNAU1AP_7mer_logo0,motif145|Ornament:RALYL_7mer_logo1,motif257|Ornament:HNRNPC_7mer_logo1,motif465|Attract:KHDRBS1_1155,Attract:EIF4A3_407,Attract:DDX19B_554,Attract:EIF4A3_432,Attract:PPIE_89,Attract:EIF4A3_426,motif525|Attract:ELAVL1_1104,Attract:HNRNPC_723,Attract:U2AF2_461,Attract:HNRNPC_724,motif953|Attract:HNRNPC_s13
cluster_010	transfac_motifs_motif730_n730,transfac_motifs_motif837_n837,transfac_motifs_motif94_n94,transfac_motifs_motif680_n680,transfac_motifs_motif102_n102,transfac_motifs_motif944_n944,transfac_motifs_motif761_n761,transfac_motifs_motif967_n967,transfac_motifs_motif106_n106,transfac_motifs_motif924_n924	motif730|Attract:SRSF2_s47,motif837|Attract:SRSF2_M274_0.6,motif94|CISBP:SRSF2_M274_0.6,motif680|Attract:SRSF2_s58,motif102|CISBP:SRSF2_M332_0.6,motif944|Attract:SRSF2_M332_0.6,motif761|Attract:YBX1_124,motif967|Attract:SRSF2_s56,motif106|CISBP:SNRPA_M345_0.6,motif924|Attract:SNRPA_M345_0.6
cluster_011	transfac_motifs_motif55_n55,transfac_motifs_motif32_n32,transfac_motifs_motif65_n65,transfac_motifs_motif875_n875	motif55|Ornament:NUPL2_7mer_logo2,motif32|Attract:SF1_1206,motif65|Attract:NOVA1_1378,motif875|Attract:NOVA1_440
cluster_012	transfac_motifs_motif157_n157,transfac_motifs_motif601_n601,transfac_motifs_motif736_n736,transfac_motifs_motif883_n883,transfac_motifs_motif321_n321,transfac_motifs_motif73_n73	motif157|Ornament:RBM6_7mer_logo0,motif601|Attract:SRSF2_1173,motif736|Attract:PTBP1_996,motif883|Attract:PCBP1_749,Attract:PCBP2_779,motif321|Ornament:pcbp2_7mer_logoM211,motif73|Attract:PTBP1_1368
cluster_013	transfac_motifs_motif561_n561,transfac_motifs_motif935_n935	motif561|Attract:HNRNPA1_43,motif935|Attract:HNRNPF_804
cluster_014	transfac_motifs_motif640_n640,transfac_motifs_motif209_n209,transfac_motifs_motif895_n895,transfac_motifs_motif37_n37,transfac_motifs_motif754_n754,transfac_motifs_motif365_n365,transfac_motifs_motif319_n319,transfac_motifs_motif156_n156,transfac_motifs_motif305_n305,transfac_motifs_motif840_n840,transfac_motifs_motif215_n215,transfac_motifs_motif232_n232,transfac_motifs_motif535_n535,transfac_motifs_motif273_n273,transfac_motifs_motif523_n523,transfac_motifs_motif269_n269,transfac_motifs_motif475_n475,transfac_motifs_motif787_n787,transfac_motifs_motif149_n149,transfac_motifs_motif310_n310,transfac_motifs_motif311_n311	motif640|Ornament:HNRNPK_7mer_logo1,motif209|Ornament:SRSF2_7mer_logo2,motif895|Ornament:MBNL1_7mer_logo3,motif37|Attract:DHX9_377,motif754|Attract:ADAR_536,Attract:DHX9_458,motif365|Ornament:FUSCONSTRUCT_7mer_logoM018,Ray2013:RNCMPT00018_FUS,motif319|Ornament:PPRC1_7mer_logoM044,Attract:PPRC1_M044_0.6,Ray2013:RNCMPT00045_PPRC1,CISBP:PPRC1_M044_0.6,motif156|Ornament:RBM4B_7mer_logo0,motif305|Ornament:RBM8A_7mer_logoM054,Attract:RBM8A_M054_0.6,Ray2013:RNCMPT00056_RBM8A,CISBP:RBM8A_M054_0.6,motif840|Ornament:KHDRBS3_7mer_logo2,motif215|Ornament:SRSF5_7mer_logo2,motif232|Ornament:TAF15_7mer_logo2,motif535|Attract:SRSF1_s51,motif273|Ornament:SRSF1_7mer_logoM273,CISBP:SRSF1_M273_0.6,motif523|Attract:SRSF1_M273_0.6,motif269|Ornament:EIF4G2_7mer_logo3,motif475|Attract:DDX58_473,motif787|Attract:DHX9_435,Attract:ADAR_494,Attract:DHX58_422,motif149|Ornament:RBM4_7mer_logo0,motif310|Ornament:RBM4_7mer_logoM109,Attract:RBM14_M109_0.6,Ray2013:RNCMPT00113_RBM4,CISBP:RBM4_M109_0.6,motif311|Ornament:RBM4_7mer_logoM050,Attract:RBM14_M050_0.6,Ray2013:RNCMPT00052_RBM4,CISBP:RBM4B_RBM4_RBM4_M050_0.6
cluster_015	transfac_motifs_motif850_n850,transfac_motifs_motif212_n212,transfac_motifs_motif306_n306,transfac_motifs_motif159_n159,transfac_motifs_motif494_n494	motif850|Attract:PUM1_545,motif212|Ornament:SRSF2_7mer_logo1,motif306|Ornament:RBM6_7mer_logoM161,Attract:RBM6_M161_0.6,Ray2013:RNCMPT00170_RBM6,CISBP:RBM6_M161_0.6,motif159|Ornament:RBM6_7mer_logo2,motif494|Attract:SRSF2_439
cluster_016	transfac_motifs_motif830_n830,transfac_motifs_motif550_n550,transfac_motifs_motif847_n847	motif830|Attract:SRSF9_1257,motif550|Attract:HNRNPA1_647,Attract:HNRNPA2B1_697,Attract:HNRNPA1_640,Attract:HNRNPA1_649,Attract:SRSF2_1169,Attract:HNRNPA1_1346,motif847|Attract:HNRNPA1_674
cluster_017	transfac_motifs_motif917_n917,transfac_motifs_motif889_n889,transfac_motifs_motif502_n502,transfac_motifs_motif792_n792	motif917|Attract:HNRNPA1_687,motif889|Attract:SF1_1193,Attract:SF1_1201,motif502|Attract:HNRNPA1_644,motif792|Attract:HNRNPA1_645
cluster_018	transfac_motifs_motif49_n49,transfac_motifs_motif957_n957,transfac_motifs_motif702_n702,transfac_motifs_motif821_n821	motif49|Attract:SRSF2_1348,motif957|Attract:SRSF2_1176,motif702|Attract:SSB_58,motif821|Attract:MBNL1_1122
cluster_019	transfac_motifs_motif832_n832,transfac_motifs_motif949_n949,transfac_motifs_motif99_n99	motif832|Attract:SRSF2_1167,Attract:HNRNPA1_639,motif949|Attract:IGF2BP1_M296_0.6,motif99|CISBP:IGF2BP1_M296_0.6
cluster_020	transfac_motifs_motif422_n422,transfac_motifs_motif520_n520,transfac_motifs_motif335_n335,transfac_motifs_motif770_n770,transfac_motifs_motif603_n603,transfac_motifs_motif752_n752	motif422|Attract:MBNL1_M320_0.6,motif520|Attract:MBNL1_s30,motif335|Ornament:MBNL1_7mer_logoM037,Attract:MBNL1_M037_0.6,Ray2013:RNCMPT00038_MBNL1,CISBP:MBNL3_MBNL2_MBNL1_M037_0.6,motif770|Attract:PIWIL1_508,motif603|Attract:MBNL1_1123,motif752|Attract:MBNL1_1121
cluster_021	transfac_motifs_motif341_n341,transfac_motifs_motif780_n780,transfac_motifs_motif973_n973,transfac_motifs_motif340_n340,transfac_motifs_motif974_n974,transfac_motifs_motif373_n373,transfac_motifs_motif135_n135,transfac_motifs_motif298_n298,xtransfac_motifs_motif137_n137,transfac_motifs_motif869_n869	motif341|Ornament:KHDRBS1_7mer_logoM160,Attract:KHDRBS1_M160_0.6,Ray2013:RNCMPT00169_KHDRBS1,CISBP:KHDRBS1_M160_0.6,motif780|Attract:SRSF5_1264,motif973|Ornament:NOVA1_7mer_logo2,motif340|Ornament:KHDRBS2_7mer_logoM176,Attract:KHDRBS2_M176_0.6,Ray2013:RNCMPT00185_KHDRBS2,CISBP:KHDRBS2_M176_0.6,motif974|Attract:KHDRBS3_M033_0.6,Ray2013:RNCMPT00034_KHDRBS3,CISBP:KHDRBS3_M033_0.6,motif373|Ornament:ENSGALG00000014267_7mer_logoM234,CISBP:RBM47_M234_0.6,motif135|Ornament:PRR3_7mer_logo2,motif298|Ornament:RBM46_7mer_logoM052,Attract:RBM46_M052_0.6,Ray2013:RNCMPT00054_RBM46,CISBP:RBM46_M052_0.6,motif137|Ornament:PRR3_7mer_logo0,motif869|Attract:QKI_1138,Attract:SF1_1208
cluster_022	transfac_motifs_motif794_n794,transfac_motifs_motif435_n435,transfac_motifs_motif594_n594,transfac_motifs_motif615_n615,transfac_motifs_motif9_n9,transfac_motifs_motif614_n614,transfac_motifs_motif442_n442,transfac_motifs_motif904_n904	motif794|Attract:CELF1_s91,motif435|Attract:TARDBP_144,Attract:TARDBP_1280,Attract:TARDBP_178,Attract:TARDBP_1283,motif594|Attract:CELF1_s90,motif615|Attract:TARDBP_1282,Attract:CELF1_s89,motif9|Attract:CELF1_s88,motif614|Attract:CSTF2_60,motif442|Attract:CSTF2_112,motif904|Attract:CSTF2_162
cluster_023	transfac_motifs_motif560_n560,transfac_motifs_motif911_n911,transfac_motifs_motif799_n799,transfac_motifs_motif397_n397,transfac_motifs_motif329_n329,transfac_motifs_motif777_n777	motif560|Attract:ZNF346_481,motif911|Attract:SRP14_344,motif799|Attract:ZRANB2_1303,motif397|Ornament:FUS_7mer_logo0,motif329|Ornament:ESRP1_7mer_logo1,motif777|Attract:RBM5_1154,Attract:ZRANB2_1301
cluster_024	transfac_motifs_motif250_n250,transfac_motifs_motif360_n360,transfac_motifs_motif369_n369,transfac_motifs_motif359_n359,transfac_motifs_motif271_n271,transfac_motifs_motif471_n471	motif250|Ornament:ZNF326_7mer_logo3,motif360|Ornament:FXR2_7mer_logoM020,Attract:FXR2_M020_0.6,Ray2013:RNCMPT00020_FXR2,CISBP:FXR2_M020_0.6,motif369|Ornament:FMR1_7mer_logoM016,Attract:FMR1_M016_0.6,Ray2013:RNCMPT00016_FMR1,CISBP:FMR1_M016_0.6,motif359|Ornament:G3BP2_7mer_logoM021,Attract:G3BP2_M021_0.6,Ray2013:RNCMPT00021_G3BP2,CISBP:G3BP2_M021_0.6,motif271|Ornament:SRSF9_7mer_logoM072,Attract:SRSF9_M072_0.6,Ray2013:RNCMPT00074_SRSF9,CISBP:SRSF9_M072_0.6,motif471|Attract:SRSF1_M106_0.6,Ray2013:RNCMPT00110_SRSF1,CISBP:SRSF1_M106_0.6
cluster_025	transfac_motifs_motif428_n428,transfac_motifs_motif900_n900,transfac_motifs_motif583_n583,transfac_motifs_motif117_n117,transfac_motifs_motif767_n767,transfac_motifs_motif888_n888,transfac_motifs_motif997_n997	motif428|Attract:HNRNPH1_888,Attract:HNRNPH2_940,motif900|Attract:SRSF9_1258,motif583|Attract:SRSF9_s97,motif117|CISBP:SRSF9_M333_0.6,motif767|Attract:SRSF9_M333_0.6,motif888|Attract:SFPQ_s25,motif997|Attract:SFPQ_s24
cluster_026	transfac_motifs_motif247_n247,transfac_motifs_motif893_n893,transfac_motifs_motif248_n248,transfac_motifs_motif818_n818,transfac_motifs_motif516_n516,transfac_motifs_motif760_n760,transfac_motifs_motif578_n578,transfac_motifs_motif814_n814	motif247|Ornament:ZCRB1_7mer_logo1,motif893|Attract:ZCRB1_M085_0.6,Ray2013:RNCMPT00087_ZCRB1,CISBP:ZCRB1_M085_0.6,motif248|Ornament:ZCRB1_7mer_logo0,motif818|Ornament:KHDRBS2_7mer_logo0,motif516|Attract:PCBP1_755,Attract:PCBP2_785,motif760|Attract:PCBP2_782,Attract:PCBP1_752,motif578|Attract:PCBP1_754,Attract:PCBP2_784,motif814|Attract:PCBP1_751,Attract:PCBP2_781
cluster_027	transfac_motifs_motif929_n929,transfac_motifs_motif225_n225,transfac_motifs_motif743_n743,transfac_motifs_motif151_n151,transfac_motifs_motif204_n204,transfac_motifs_motif3_n3,transfac_motifs_motif965_n965,transfac_motifs_motif147_n147,transfac_motifs_motif148_n148,transfac_motifs_motif384_n384,transfac_motifs_motif398_n398,transfac_motifs_motif727_n727,transfac_motifs_motif447_n447,transfac_motifs_motif803_n803,transfac_motifs_motif97_n97	motif929|Ornament:MBNL1_7mer_logo0,motif225|Ornament:SRSF10_7mer_logo1,motif743|Attract:YTHDC1_50,motif151|Ornament:RBM4_7mer_logo2,motif204|Ornament:SFPQ_7mer_logo2,motif3|Attract:RBFOX1_621,motif965|Attract:RBFOX1_s92,motif147|Ornament:RBFOX2_7mer_logo0,motif148|Ornament:RBFOX3_7mer_logo0,motif384|Ornament:eIF2alpha_7mer_logoM231,CISBP:EIF2S1_M231_0.6,motif398|Ornament:A2BP1_7mer_logoM159,Attract:RBFOX1_M159_0.6,Ray2013:RNCMPT00168_RBFOX1,CISBP:A2BP1_RBFOX2_RBFOX3_M159_0.6,motif727|Attract:RBFOX1_335,motif447|Attract:KHSRP_1113,Attract:RBFOX2_141,Attract:RBFOX2_630,Attract:RBFOX2_627,Attract:RBFOX1_620,Attract:RBFOX1_617,Attract:RBFOX2_631,Attract:RBFOX2_625,Attract:RBFOX1_613,Attract:RBFOX1_616,motif803|Attract:RBFOX1_M298_0.6,motif97|CISBP:A2BP1_M298_0.6
cluster_028	transfac_motifs_motif131_n131,transfac_motifs_motif781_n781,transfac_motifs_motif699_n699,transfac_motifs_motif723_n723,transfac_motifs_motif894_n894	motif131|Ornament:PCBP4_7mer_logo2,motif781|Attract:SRSF2_1166,motif699|Attract:SRSF2_1164,motif723|Attract:RBMX_849,motif894|Attract:RBMX_848
cluster_029	transfac_motifs_motif931_n931,transfac_motifs_motif1005_n1005,transfac_motifs_motif114_n114,transfac_motifs_motif415_n415,transfac_motifs_motif745_n745,transfac_motifs_motif303_n303,transfac_motifs_motif871_n871	motif931|Attract:SRSF2_s55,motif1005|Attract:SNRPA_M347_0.6,motif114|CISBP:SNRPA_M347_0.6,motif415|Attract:HNRNPA0_638,Attract:HNRNPD_743,Attract:DAZAP1_599,Attract:HNRNPA1_696,Attract:HNRNPDL_747,Attract:HNRNPA2B1_711,motif745|Attract:SRSF2_1163,motif303|Ornament:RBM28_7mer_logoM047,Attract:RBM28_M047_0.6,Ray2013:RNCMPT00049_RBM28,CISBP:RBM28_M047_0.6,motif871|Attract:SRSF2_1170
cluster_030	transfac_motifs_motif741_n741,transfac_motifs_motif66_n66,transfac_motifs_motif778_n778,transfac_motifs_motif510_n510,transfac_motifs_motif909_n909,transfac_motifs_motif822_n822,transfac_motifs_motif964_n964	motif741|Attract:SFPQ_s26,motif66|Ornament:NUPL2_7mer_logo1,motif778|Attract:SRSF10_s104,motif510|Attract:NONO_185,motif909|Attract:SFPQ_42,motif822|Attract:TRA2A_1075,motif964|Attract:HNRNPA1_693
cluster_031	transfac_motifs_motif811_n811,transfac_motifs_motif227_n227,transfac_motifs_motif363_n363,transfac_motifs_motif362_n362,transfac_motifs_motif361_n361,transfac_motifs_motif364_n364,transfac_motifs_motif746_n746,transfac_motifs_motif123_n123,transfac_motifs_motif797_n797,transfac_motifs_motif866_n866,transfac_motifs_motif120_n120,transfac_motifs_motif994_n994	motif811|Attract:SRSF1_1230,Attract:SRSF2_1180,motif227|Ornament:SRSF11_7mer_logo1,motif363|Ornament:Fusip1_7mer_logoM086,Attract:SRSF10_M086_0.6,Ray2013:RNCMPT00088_SRSF10,CISBP:Fusip1_M086_0.6,motif362|Ornament:Fusip1_7mer_logoM087,Attract:SRSF10_M087_0.6,Ray2013:RNCMPT00089_SRSF10,CISBP:Fusip1_M087_0.6,motif361|Ornament:Fusip1_7mer_logoM088,Attract:SRSF10_M088_0.6,Ray2013:RNCMPT00090_SRSF10,CISBP:Fusip1_M088_0.6,motif364|Ornament:Fusip1_7mer_logoM019,Attract:SRSF10_M019_0.6,Ray2013:RNCMPT00019_SRSF10,CISBP:SRSF12_Fusip1_BX511012.1_M019_0.6,motif746|Attract:SRSF7_s45,motif123|CISBP:SRSF7_M353_0.6,motif797|Attract:SRSF7_M353_0.6,motif866|Attract:SRSF2_s46,motif120|CISBP:SRSF2_M352_0.6,motif994|Attract:SRSF2_M352_0.6
cluster_032	transfac_motifs_motif184_n184,transfac_motifs_motif843_n843,transfac_motifs_motif795_n795,transfac_motifs_motif189_n189,transfac_motifs_motif249_n249,transfac_motifs_motif862_n862,transfac_motifs_motif638_n638,transfac_motifs_motif990_n990,transfac_motifs_motif677_n677,transfac_motifs_motif985_n985,transfac_motifs_motif642_n642,transfac_motifs_motif763_n763,transfac_motifs_motif416_n416,transfac_motifs_motif421_n421	motif184|Ornament:RBMS2_7mer_logo2,motif843|Attract:KHSRP_1111,motif795|Attract:KHSRP_61,motif189|Ornament:RBMS3_7mer_logo2,motif249|Ornament:ZFP36_7mer_logo0,motif862|Ornament:KHDRBS3_7mer_logo0,motif638|Attract:CPEB4_345,motif990|Attract:ELAVL2_s1,motif677|Attract:TIAL1_s6,motif985|Attract:TIA1_s9,motif642|Attract:HNRNPA2B1_702,Attract:HNRNPA1_677,motif763|Attract:KHDRBS1_s33,motif416|Attract:ELAVL1_1103,Attract:HNRNPA1_665,Attract:HNRNPA0_635,Attract:HNRNPC_712,Attract:ELAVL3_85,Attract:HNRNPA1_654,Attract:HNRNPD_739,Attract:ZFP36_38,motif421|Attract:HNRNPA0_637,Attract:HNRNPA2B1_710,Attract:HNRNPA1_695,Attract:HNRNPDL_746,Attract:HNRNPD_742,Attract:DAZAP1_598
cluster_033	transfac_motifs_motif253_n253,transfac_motifs_motif925_n925,transfac_motifs_motif119_n119,transfac_motifs_motif29_n29,transfac_motifs_motif1004_n1004,transfac_motifs_motif425_n425	motif253|Ornament:ZNF326_7mer_logo1,motif925|Attract:SRSF1_1219,Attract:HNRNPC_730,motif119|CISBP:YTHDC1_M354_0.6,motif29|Attract:YTHDC1_M354_0.6,motif1004|Attract:HNRNPC_733,Attract:SRSF1_1222,motif425|Attract:SRSF1_1218,Attract:HNRNPC_729
